Consumer_number,Consumer_type
AJJP27330243044541,domestic
AUJL36589834644158,domestic
AOGW35354207200288,domestic
BAZI94815151336208,domestic
AMZA53922652651332,domestic
ALRM20397380046062,domestic
CBFA81440062654909,domestic
BIHR11743601313651,domestic
AXLC67724573890557,domestic
BDEH67833379781287,domestic
BDPH88064572012444,domestic
ATBR64885838342223,domestic
CICM58839704680300,domestic
AWEU46915127885993,domestic
APZN76848851042611,domestic
AKJG61834730986819,domestic
BFFQ43038764850200,domestic
AJNU67820778945024,domestic
AYTH58675021045413,domestic
CQFP36644097674182,domestic
BTEQ68119606355678,domestic
BKLU26482876250409,domestic
AEWB02670560044630,domestic
AJXS26179954436005,domestic
BJWU99698282161984,domestic
CCHN75695541247313,domestic
AMEQ16502856938546,domestic
BGUP15615229848394,domestic
BLKA91958090523731,domestic
APHQ08516387020226,domestic
AMYE55794050662655,domestic
BQHI85608645117225,domestic
BFVI12863651640531,domestic
AXMH20147013405642,domestic
ANTY71559607274752,domestic
BQKU03508861792913,domestic
CEDG21608626632634,domestic
BZRZ00149015399595,domestic
6I98U895XX940ZQYQUQV,domestic
BUMK79881260065393,domestic
BZXM54308581001604,domestic
CQRB96881553608448,domestic
AKVR84442922648641,domestic
BCZN42054985354924,domestic
BSSQ22769352352409,domestic
ATPV63467729485299,domestic
AFWT26858278695881,domestic
BPEH22292342068713,domestic
CLTU84118387933040,domestic
BMWE65049949492730,domestic
AAFB08665155868896,domestic
BIMZ43819880227832,domestic
CLIC59839032126303,domestic
ACCU02558106295709,domestic
CDYL37398684716153,domestic
BBSH87353674275768,domestic
CPAD51166164403657,domestic
BJCI93475546807689,domestic
AUCF13589631222311,domestic
CRSX61241165447718,domestic
AMUF47602690898684,domestic
BWSP46906713867246,domestic
AWST84897491166731,domestic
CHVB53003595688659,domestic
AXJA16913850614550,domestic
BXRP91708383915509,domestic
BLRM57665140263202,domestic
ABPG75219755863693,domestic
BGWN31018060618030,domestic
CLWU82982155057224,domestic
ARUB70237201439815,domestic
BAWO57656978292211,domestic
AYAB10444641387551,domestic
AOPS32757061277582,domestic
AVDY13302268470028,domestic
AOEJ89843581679040,domestic
ABNU93353927010442,domestic
AJQX46487306093741,domestic
BITQ22604577830869,domestic
CJJT97196924898433,domestic
APIA97244707294818,domestic
AAMA21442743095259,domestic
BIDB85360748640383,domestic
BBEO19515662018575,domestic
BSFY52584510916687,domestic
BVOD00092687225023,domestic
AKNC63427633051928,domestic
CITO37121789775931,domestic
APRY44422747384172,domestic
AHEP78890449347712,domestic
CJNV13943326099007,domestic
BODS04609790732944,domestic
BNIK59541230726030,domestic
AIDU78693031984859,domestic
BOCF35848644714159,domestic
BAZI94815151336208,domestic
ALRM20397380046062,domestic
AXLC67724573890557,domestic
CBBI70868504750554,domestic
AFEB05877096264865,domestic
AKJG61834730986819,domestic
APGZ75656701240008,domestic
ANFO43917520561872,domestic
BTTP00141586071638,domestic
ASOG97071762150736,domestic
AIIZ24050136999119,domestic
AOFD81054133007320,domestic
BATO93315231035648,domestic
BKLU26482876250409,domestic
AYKK79878657132170,domestic
AJXS26179954436005,domestic
CCHN75695541247313,domestic
AHNW14635116957638,domestic
BGUP15615229848394,domestic
BYFU77106189255070,domestic
ASTP49177086295133,domestic
AETZ84900699623758,domestic
BFVI12863651640531,domestic
AXMH20147013405642,domestic
CILJ41130124855400,domestic
CNOL66542012717667,domestic
CGKG11407464413267,domestic
BNQI35831313182189,domestic
ADLB09580468532448,domestic
ANRQ13695652944696,domestic
BEOS23186942534679,domestic
AYXL65456998879254,domestic
AKVR84442922648641,domestic
CDZI81040937777619,domestic
ASHL21682286995872,domestic
AFWT26858278695881,domestic
CLTU84118387933040,domestic
BFHG93354881548041,domestic
BYSH05055612998230,domestic
BRSZ79781046520497,domestic
CDKH19060761209306,domestic
AAFB08665155868896,domestic
BRHJ41780364112189,domestic
BEBN56018265630578,domestic
BDLO47988320062667,domestic
BOCI52644374793647,domestic
CPZB44498856259050,domestic
CQQQ32449658490819,domestic
BADW26867242895536,domestic
BFTD33187181868879,domestic
BOOP60477302483001,domestic
ABPG75219755863693,domestic
AORF51494342399665,domestic
BGWN31018060618030,domestic
CDVT52568213116894,domestic
BJOB12669413352799,domestic
BAWO57656978292211,domestic
BFSY55248774146033,domestic
BFTX77600840373459,domestic
BVZK48829409709070,domestic
BPDX61937384716069,domestic
ABNU93353927010442,domestic
APCV75193862317784,domestic
CBUB40284685595732,domestic
AFHU65615774061268,domestic
BBFV02087352655930,domestic
CHUE05378737824658,domestic
BIZO63036556944015,domestic
APIA97244707294818,domestic
AAMA21442743095259,domestic
BBEO19515662018575,domestic
6DPSTCGMKCX00SX7HH1I,low income families
COHM22290472541470,domestic
BFNL30354160497783,domestic
CHJX15776591156908,domestic
AMYU87071292658613,domestic
AOEG09042023598061,domestic
CITO37121789775931,domestic
AHEP78890449347712,domestic
BYXO34896583042542,domestic
CLYJ22239126444258,domestic
CCJY92805007259727,domestic
BOFV10802306965889,domestic
AICF44924980212753,domestic
BODS04609790732944,domestic
CGZB94439237291093,domestic
ALFO79707979913349,domestic
AFJT13775234430313,domestic
CLPH85812482628759,domestic
AXIT08574985071392,domestic
BAHO53738181516546,domestic
AUKM07907680051496,domestic
CQHA89736797756753,domestic
CGHP00447891914038,domestic
CCYH87445309777574,domestic
AFEB05877096264865,domestic
ANJH91492596366049,domestic
AWZE50968626225975,domestic
AOFD81054133007320,domestic
AJNU67820778945024,domestic
BATO93315231035648,domestic
AYTH58675021045413,domestic
AIQV34906561285029,domestic
BKNW72058028170199,domestic
AVEG14100812519378,domestic
BKLU26482876250409,domestic
AEWB02670560044630,domestic
BZME96986574105318,domestic
CFMK47996226925600,domestic
BJWU99698282161984,domestic
AHRS09143478140413,domestic
BGUP15615229848394,domestic
AEFC75773517033943,domestic
BYFU77106189255070,domestic
APHQ08516387020226,domestic
BBLU34217166774977,domestic
BFVI12863651640531,domestic
CAQZ11415642108337,domestic
BXJB01465418990408,domestic
BNQI35831313182189,domestic
AKVR84442922648641,domestic
BHSP08546415984939,domestic
CDZI81040937777619,domestic
ASHL21682286995872,domestic
ALJG35074413704741,domestic
AYQO37717220378314,domestic
ANZC17788035837533,domestic
AJSG95207591772608,domestic
AFWT26858278695881,domestic
BYSH05055612998230,domestic
ANUC88458899217191,domestic
AUNM26579522935195,domestic
AYZZ01580638635276,domestic
BIMZ43819880227832,domestic
ANYB67056768445216,domestic
ACCU02558106295709,domestic
CDYL37398684716153,domestic
CPAD51166164403657,domestic
BRHJ41780364112189,domestic
CCIO13153806781725,domestic
BEBN56018265630578,domestic
AMUF47602690898684,domestic
BOTD41406984523919,domestic
AVCV26042872026220,domestic
BOCI52644374793647,domestic
AXJA16913850614550,domestic
BVVV31533539468169,domestic
CPZB44498856259050,domestic
BIPM35622302457466,domestic
CRWI17598010808622,domestic
CLBU66467891927864,domestic
ANFL11874008096251,domestic
BGWN31018060618030,domestic
CLWU82982155057224,domestic
BAWO57656978292211,domestic
CLTU41669595225713,domestic
AOUJ18409107486383,domestic
AOPS32757061277582,domestic
AOEJ89843581679040,domestic
CCWX79840526560171,domestic
CJFN54058289744954,domestic
BEOZ46057433221664,domestic
BOEN21370072959658,domestic
ABNU93353927010442,domestic
BBFV02087352655930,domestic
CHUE05378737824658,domestic
CSAM33330790477403,domestic
APIA97244707294818,domestic
AWLC22452172120509,domestic
AAMA21442743095259,domestic
BIDB85360748640383,domestic
COHM22290472541470,domestic
BTLW34880199972923,domestic
BUJU38539004541288,domestic
AKTL69122026968974,domestic
AOEG09042023598061,domestic
AGDQ63255866517176,domestic
ANJY21490989116841,domestic
APRY44422747384172,domestic
ADMG63125215360680,domestic
AHEP78890449347712,domestic
AOVS90658910578216,domestic
CCLZ98806239236167,domestic
CLYJ22239126444258,domestic
BVSB99802491114921,domestic
BGWW56392913472023,domestic
ALFO79707979913349,domestic
AJLO90025696512190,domestic
CKGL72002059305260,domestic
AIOK61793661007767,domestic
CBFA81440062654909,domestic
BBDW85739804113100,domestic
CIGU16822134207871,domestic
AMPD09641298436886,domestic
AAOQ55541356742670,domestic
CBBI70868504750554,domestic
AFEB05877096264865,domestic
APGZ75656701240008,domestic
ANJH91492596366049,domestic
ASOG97071762150736,domestic
AFMC51395024265665,domestic
AYNA37635557935055,domestic
AIQV34906561285029,domestic
BDCT31057926311729,domestic
ASTC44123402461681,domestic
ADKI14147498981435,domestic
BJUL26862402946929,domestic
AHNW14635116957638,domestic
BGUP15615229848394,domestic
AEFC75773517033943,domestic
BLKA91958090523731,domestic
BWIR81639078882809,domestic
BFVI12863651640531,domestic
CILJ41130124855400,domestic
AGLF62214221552203,domestic
6I98U895XX940ZQYQUQV,domestic
ANRQ13695652944696,domestic
BEOS23186942534679,domestic
BZXM54308581001604,domestic
BAIN53842535561578,domestic
BFRJ69739799906578,domestic
APAL45486156533237,domestic
ATDG36069233118900,domestic
BHSP08546415984939,domestic
CNKG94413751590658,domestic
BVPA10726301952359,domestic
ALJG35074413704741,domestic
BYSH05055612998230,domestic
AUNM26579522935195,domestic
ACCU02558106295709,domestic
BRHJ41780364112189,domestic
ADPJ16091806134735,domestic
CMAX95784913704927,domestic
BDLO47988320062667,domestic
CPPX02111826302010,domestic
AVCV26042872026220,domestic
CHVB53003595688659,domestic
CPZB44498856259050,domestic
CRWI17598010808622,domestic
BXRP91708383915509,domestic
ANFL11874008096251,domestic
AORF51494342399665,domestic
BGWN31018060618030,domestic
BUGP14881958513821,domestic
BFSY55248774146033,domestic
AYAB10444641387551,domestic
CSBA21357316541778,domestic
BVZK48829409709070,domestic
BLOS85160469056754,domestic
BPDX61937384716069,domestic
BIZO63036556944015,domestic
BITQ22604577830869,domestic
AWLC22452172120509,domestic
CDTG89840774911313,domestic
BBEO19515662018575,domestic
BJRS97242850588709,domestic
COHM22290472541470,domestic
BGGA05002756012546,domestic
CHJX15776591156908,domestic
BAKT10477671425896,domestic
BVOD00092687225023,domestic
CITO37121789775931,domestic
ANJY21490989116841,domestic
APRY44422747384172,domestic
ALXO27682814577852,domestic
ADMG63125215360680,domestic
AHEP78890449347712,domestic
AOVS90658910578216,domestic
BYXO34896583042542,domestic
CCJY92805007259727,domestic
APCB80847750468901,domestic
ADQF93078741597368,domestic
BGWW56392913472023,domestic
CCJZ71841421835149,domestic
CLPH85812482628759,domestic
AJJP27330243044541,domestic
BCOT61868232614120,domestic
CGHP00447891914038,domestic
BAZI94815151336208,domestic
AXLC67724573890557,domestic
ADKJ28888159656578,domestic
APZN76848851042611,domestic
BTTP00141586071638,domestic
ASOG97071762150736,domestic
BPEM68678858839222,domestic
BDCT31057926311729,domestic
AEWB02670560044630,domestic
AYKK79878657132170,domestic
CFMK47996226925600,domestic
BEDY58728173576515,domestic
AMEQ16502856938546,domestic
BQPH50268360567546,domestic
BJUL26862402946929,domestic
ARWK85633265387042,domestic
AEFC75773517033943,domestic
BLKA91958090523731,domestic
BYFU77106189255070,domestic
BWIR81639078882809,domestic
APHQ08516387020226,domestic
BBLU34217166774977,domestic
CPZA08237402417956,domestic
CILJ41130124855400,domestic
BZRZ00149015399595,domestic
CJVC87483809127563,domestic
6I98U895XX940ZQYQUQV,domestic
AUTE21506062019754,domestic
BEOS23186942534679,domestic
APAL45486156533237,domestic
ANAN27194628665517,domestic
ATPV63467729485299,domestic
BMWE65049949492730,domestic
CKLC56TQ13V4NHCQGXTD,domestic
CDKH19060761209306,domestic
ANYB67056768445216,domestic
CDYL37398684716153,domestic
BBSH87353674275768,domestic
BRHJ41780364112189,domestic
BWFT08463084546894,domestic
BJCI93475546807689,domestic
AYGJ94892748292312,domestic
BXRP55454411746372,domestic
AWST84897491166731,domestic
CHVB53003595688659,domestic
BVVV31533539468169,domestic
CPZB44498856259050,domestic
CQQQ32449658490819,domestic
CRWI17598010808622,domestic
CLBU66467891927864,domestic
ARWH06892622175179,domestic
AORF51494342399665,domestic
BGWN31018060618030,domestic
AZEJ12165558651749,domestic
BFSY55248774146033,domestic
AVDY13302268470028,domestic
BAFB39096985705278,domestic
CJFN54058289744954,domestic
BEOZ46057433221664,domestic
APCV75193862317784,domestic
AQUF30081453276081,domestic
BYZJ18114791376062,domestic
CDSR57726471979889,domestic
AFHU65615774061268,domestic
BIZO63036556944015,domestic
CJJT97196924898433,domestic
CSAM33330790477403,domestic
AWLC22452172120509,domestic
BIDB85360748640383,domestic
CDTG89840774911313,domestic
BJRS97242850588709,domestic
BTLW34880199972923,domestic
AKTL69122026968974,domestic
AGDQ63255866517176,domestic
BAKT10477671425896,domestic
BVOD00092687225023,domestic
ANJY21490989116841,domestic
ATKN12858218389468,domestic
AOVS90658910578216,domestic
BEZJ31315006378784,domestic
BYXO34896583042542,domestic
ADQF93078741597368,domestic
BOFV10802306965889,domestic
BJFK42543205246848,domestic
ALLT59274001247086,domestic
BMUW64719868740298,domestic
CGQN86824330487885,domestic
BLZJ27827205610231,domestic
BNLR55452227012627,domestic
CJCT99359999288345,low income families
CCYH87445309777574,domestic
CICM58839704680300,domestic
APGZ75656701240008,domestic
AFMC51395024265665,domestic
CBCG52602244943964,domestic
CKWW91936441690769,domestic
BKLU26482876250409,domestic
BEDY58728173576515,domestic
BQPH50268360567546,domestic
CQLD45280025732099,domestic
BCAQ50727642835111,domestic
BYFU77106189255070,domestic
BFVI12863651640531,domestic
AGLF62214221552203,domestic
CJJF75060119174181,domestic
6I98U895XX940ZQYQUQV,domestic
ADLB09580468532448,domestic
ANRQ13695652944696,domestic
AYXL65456998879254,domestic
CQRB96881553608448,domestic
APAL45486156533237,domestic
BJUR82939514905295,domestic
CNKG94413751590658,domestic
BVPA10726301952359,domestic
ASHL21682286995872,domestic
AYQO37717220378314,domestic
BYSH05055612998230,domestic
BMWE65049949492730,domestic
AUNM26579522935195,domestic
BRSZ79781046520497,domestic
CDYL37398684716153,domestic
AFSY54170563671170,domestic
BEBN56018265630578,domestic
AMUF47602690898684,domestic
BOTD41406984523919,domestic
AVCV26042872026220,domestic
BIPM35622302457466,domestic
CFUN91513615869213,domestic
BOOP60477302483001,domestic
AIGB13482865389566,domestic
AKAB17471096956395,domestic
CCWX79840526560171,domestic
BLOS85160469056754,domestic
BEOZ46057433221664,domestic
ABNU93353927010442,domestic
APCV75193862317784,domestic
BUWL44792374295618,domestic
AWDY99115030359349,domestic
BBFV02087352655930,domestic
CHUE05378737824658,domestic
BBEO19515662018575,domestic
COHM22290472541470,domestic
BUJU38539004541288,domestic
AKTL69122026968974,domestic
CHJX15776591156908,domestic
AOEG09042023598061,domestic
BSFY52584510916687,domestic
ANJY21490989116841,domestic
APRY44422747384172,domestic
ADQF93078741597368,domestic
BOFV10802306965889,domestic
AINE72830958617139,domestic
BJFK42543205246848,domestic
AICF44924980212753,domestic
CNXD53710738547855,domestic
BMUW64719868740298,domestic
BODS04609790732944,domestic
CCJZ71841421835149,domestic
56FNDDL3LX6P4ZLRLMUS,low income families
AJJP27330243044541,domestic
CKGL72002059305260,domestic
ATCJ98049049417568,domestic
CIGU16822134207871,domestic
AKJG61834730986819,domestic
AFMC51395024265665,domestic
BFFQ43038764850200,domestic
AIIZ24050136999119,domestic
AZON20387657242393,domestic
AJXS26179954436005,domestic
AMEQ16502856938546,domestic
BGUP15615229848394,domestic
CILJ41130124855400,domestic
BXJB01465418990408,domestic
CGKG11407464413267,domestic
CJVC87483809127563,domestic
BAIN53842535561578,domestic
APAL45486156533237,domestic
COGR27626116484622,domestic
BSSQ22769352352409,domestic
ADFH47725234985974,domestic
ATPV63467729485299,domestic
AAOE38841456125829,industrial
BMWE65049949492730,domestic
ANUC88458899217191,domestic
AYZZ01580638635276,domestic
ANYB67056768445216,domestic
CLIC59839032126303,domestic
CDYL37398684716153,domestic
AAHN80390828341921,domestic
AUCF13589631222311,domestic
CCIO13153806781725,domestic
CRSX61241165447718,domestic
BEBN56018265630578,domestic
CMAX95784913704927,domestic
BDLO47988320062667,domestic
AKVI41889850773856,domestic
BLRM57665140263202,domestic
BBPL06051624912427,domestic
BUGP14881958513821,domestic
ARUB70237201439815,domestic
AIGB13482865389566,domestic
BAWO57656978292211,domestic
AKAB17471096956395,domestic
BFTX77600840373459,domestic
CSBA21357316541778,domestic
BPDX61937384716069,domestic
BOEN21370072959658,domestic
APCV75193862317784,domestic
BYZJ18114791376062,domestic
CBUB40284685595732,domestic
AWDY99115030359349,domestic
AJQX46487306093741,domestic
CKOX66434637599029,domestic
BBFV02087352655930,domestic
CHUE05378737824658,domestic
CJJT97196924898433,domestic
COHM22290472541470,domestic
BTLW34880199972923,domestic
BSFY52584510916687,domestic
AGDQ63255866517176,domestic
BAKT10477671425896,domestic
CROW27556627596606,domestic
ANJY21490989116841,domestic
APRY44422747384172,domestic
ADMG63125215360680,domestic
BEZJ31315006378784,domestic
BYXO34896583042542,domestic
CCJY92805007259727,domestic
ADQF93078741597368,domestic
ALLT59274001247086,domestic
CNXD53710738547855,domestic
BMKT11832251220706,domestic
BMUW64719868740298,domestic
BVSB99802491114921,domestic
ATSO15192688128833,domestic
BLZJ27827205610231,domestic
56FNDDL3LX6P4ZLRLMUS,low income families
AXIT08574985071392,domestic
CKBH52302701123676,domestic
AJJP27330243044541,domestic
BZMT28568177414361,domestic
AMTY31504323919378,domestic
AZGC78268663958179,domestic
ANJH91492596366049,domestic
AWZE50968626225975,domestic
BPEM68678858839222,domestic
BATO93315231035648,domestic
CKWW91936441690769,domestic
AJXS26179954436005,domestic
ADKI14147498981435,domestic
BJWU99698282161984,domestic
BLKA91958090523731,domestic
BYFU77106189255070,domestic
BBLU34217166774977,domestic
AMYE55794050662655,domestic
BQHI85608645117225,domestic
BNQI35831313182189,domestic
AUTE21506062019754,domestic
ADLB09580468532448,domestic
ACFO34429795230092,domestic
BZXM54308581001604,domestic
AYXL65456998879254,domestic
CQRB96881553608448,domestic
BJUR82939514905295,domestic
ASHL21682286995872,domestic
BQLL45564541890350,domestic
AYQO37717220378314,domestic
BFHG93354881548041,domestic
BMWE65049949492730,domestic
ANUC88458899217191,domestic
BRSZ79781046520497,domestic
BIMZ43819880227832,domestic
ANYB67056768445216,domestic
CLIC59839032126303,domestic
CPAD51166164403657,domestic
AFSY54170563671170,domestic
AAHN80390828341921,domestic
AUCF13589631222311,domestic
BEBN56018265630578,domestic
AMUF47602690898684,domestic
BOTD41406984523919,domestic
BXRP55454411746372,domestic
BDLO47988320062667,domestic
BVVV31533539468169,domestic
CRWI17598010808622,domestic
AKVI41889850773856,domestic
BOOP60477302483001,domestic
BBPL06051624912427,domestic
BOYJ96892156108263,domestic
AOPS32757061277582,domestic
AOEJ89843581679040,domestic
BPDX61937384716069,domestic
BOEN21370072959658,domestic
APCV75193862317784,domestic
AJQX46487306093741,domestic
CHUE05378737824658,domestic
BITQ22604577830869,domestic
CQDZ83557656295612,domestic
AOEG09042023598061,domestic
AGDQ63255866517176,domestic
BAKT10477671425896,domestic
AKNC63427633051928,domestic
CROW27556627596606,domestic
CITO37121789775931,domestic
APRY44422747384172,domestic
BMND74410522877558,domestic
AOVS90658910578216,domestic
BJVI70824794524299,domestic
CJNV13943326099007,domestic
CCLZ98806239236167,domestic
CLYJ22239126444258,domestic
AINE72830958617139,domestic
BJFK42543205246848,domestic
CAGR26854066714612,domestic
AFJT13775234430313,domestic
CFQU99988873480818,domestic
AMTY31504323919378,domestic
AXHM70567649127513,domestic
CICM58839704680300,domestic
CMWO78241798071300,domestic
APTK23018122568501,domestic
BZME96986574105318,domestic
AJXS26179954436005,domestic
AMEQ16502856938546,domestic
AHRS09143478140413,domestic
BLKA91958090523731,domestic
AETZ84900699623758,domestic
AGLF62214221552203,domestic
BQKU03508861792913,domestic
CJVC87483809127563,domestic
BNQI35831313182189,domestic
6I98U895XX940ZQYQUQV,domestic
ADLB09580468532448,domestic
BZXM54308581001604,domestic
AKVR84442922648641,domestic
ANAN27194628665517,domestic
ATPV63467729485299,domestic
AAOE38841456125829,domestic
BWEK92742685837450,domestic
AVXB71541397306540,domestic
AYQO37717220378314,domestic
AJSG95207591772608,domestic
AFWT26858278695881,domestic
BFHG93354881548041,domestic
AENA41530180538299,domestic
AUNM26579522935195,domestic
CDKH19060761209306,domestic
AAHN80390828341921,domestic
CMAX95784913704927,domestic
BDLO47988320062667,domestic
AVCV26042872026220,domestic
CHVB53003595688659,domestic
CQQQ32449658490819,domestic
CRWI17598010808622,domestic
BLRM57665140263202,domestic
BOOP60477302483001,domestic
BBPL06051624912427,domestic
ALQO83832328097092,domestic
BFSY55248774146033,domestic
BJXX77594700057281,domestic
CSBA21357316541778,domestic
AVDY13302268470028,domestic
ANLS37747888919410,domestic
CCWX79840526560171,domestic
BUWL44792374295618,domestic
BBFV02087352655930,domestic
CHUE05378737824658,domestic
BIZO63036556944015,domestic
BITQ22604577830869,domestic
APIA97244707294818,domestic
AWLC22452172120509,domestic
6DPSTCGMKCX00SX7HH1I,low income families
BSFY52584510916687,domestic
AGDQ63255866517176,domestic
ATKN12858218389468,domestic
ADMG63125215360680,domestic
CCJY92805007259727,domestic
AFNZ63538825536415,domestic
BOFV10802306965889,domestic
BOPX87942429957232,domestic
AICF44924980212753,domestic
CGZB94439237291093,domestic
BVSB99802491114921,domestic
AFJT13775234430313,domestic
BFIX78479765605042,domestic
ATSO15192688128833,domestic
AZRX16366399292987,domestic
AXBU33189620853471,domestic
BNLR55452227012627,domestic
AUKM07907680051496,domestic
BZMT28568177414361,domestic
AXHM70567649127513,domestic
AMZA53922652651332,domestic
AXLC67724573890557,domestic
BBDW85739804113100,domestic
ADKJ28888159656578,domestic
CKWW91936441690769,domestic
CQFP36644097674182,domestic
AZON20387657242393,domestic
AJXS26179954436005,domestic
BBLU34217166774977,domestic
AMYE55794050662655,domestic
CAQZ11415642108337,domestic
AGLF62214221552203,domestic
CGKG11407464413267,domestic
6I98U895XX940ZQYQUQV,domestic
BUMK79881260065393,domestic
ANAN27194628665517,domestic
ADFH47725234985974,domestic
AYQO37717220378314,domestic
AENA41530180538299,domestic
ANUC88458899217191,domestic
CDKH19060761209306,domestic
CDYL37398684716153,domestic
AUCF13589631222311,domestic
CRSX61241165447718,domestic
BEBN56018265630578,domestic
CMAX95784913704927,domestic
AMUF47602690898684,domestic
CPPX02111826302010,domestic
CDVL68151714400727,domestic
CFUN91513615869213,domestic
BBPL06051624912427,domestic
BGWN31018060618030,domestic
BUGP14881958513821,domestic
CDVT52568213116894,domestic
AJFF02173141727464,domestic
AZEJ12165558651749,domestic
AIGB13482865389566,domestic
CLTU41669595225713,domestic
ALQO83832328097092,domestic
BFTX77600840373459,domestic
BAFB39096985705278,domestic
BEOZ46057433221664,domestic
CAAS12715586930209,domestic
